CLIENT,NAME,PRODUCT_TYPE,ACTION,ACTION,DATE_TRANSACTION,QTY,UNIT_PRICE,ISIN_CODE,STOCK_LIBELLE,CURRENCY,TOTAL_AMOUNT,ACTION_TYPE,'CHF_'||CURRENCY,RATE_EUR,RATE_USD
Persona2,MERCEDES-BENZ GROUP N ORD,SHARE,Sell,S,2023-10-19 09:47:29,10,62.78,DE0007100000,Germany,EUR,627.8,Trading,CHF_EUR,1,1.05383
Persona2,MERCEDES-BENZ GROUP N ORD,SHARE,Buy,B,2023-10-16 12:58:18,10,64.28,DE0007100000,Germany,EUR,642.8,Trading,CHF_EUR,1,1.05321
Persona2,MUENCHENER RUECKVER N ORD,SHARE,Sell,S,2023-10-20 12:29:23,3,371,DE0008430026,Germany,EUR,1113,Trading,CHF_EUR,1,1.0587
Persona2,MUENCHENER RUECKVER N ORD,SHARE,Buy,B,2023-10-19 09:48:42,3,372.5,DE0008430026,Germany,EUR,1117.5,Trading,CHF_EUR,1,1.05382
Persona2,DR ING HC F PORSCHE PRF,SHARE,Buy,B,2023-10-09 10:58:35,12,88.38,DE000PAG9113,Germany,EUR,1060.56,Trading,CHF_EUR,1,1.0539
Persona2,DR ING HC F PORSCHE PRF,SHARE,Sell,S,2023-10-23 11:20:13,12,87.68,DE000PAG9113,Germany,EUR,1052.16,Trading,CHF_EUR,1,1.061075
Persona2,Cardano,OTHER,Buy,crB,2023-08-07 12:28:05,1,133.05,EX0X00ADA000,Digital Asset Market,EUR,133.05,Trading,CHF_EUR,1,1.09672
Persona2,Cardano,OTHER,Sell,crS,2023-10-25 21:59:20,1,265.5,EX0X00ADA000,Digital Asset Market,EUR,265.5,Trading,CHF_EUR,1,1.056805
Persona2,Cardano,OTHER,Sell,crS,2023-08-30 11:10:27,1,65.85,EX0X00ADA000,Digital Asset Market,EUR,65.85,Trading,CHF_EUR,1,1.08757
Persona2,Cardano,OTHER,Sell,crS,2023-08-30 11:10:27,1,56.1,EX0X00ADA000,Digital Asset Market,EUR,56.1,Trading,CHF_EUR,1,1.08757
Persona2,Cardano,OTHER,Buy,crB,2023-10-25 16:06:05,1,267.7,EX0X00ADA000,Digital Asset Market,EUR,267.7,Trading,CHF_EUR,1,1.057825
Persona2,Audius,OTHER,Buy,crB,2023-08-09 22:54:17,1,428.78,EX0X00ADI000,Digital Asset Market,EUR,428.78,Trading,CHF_EUR,1,1.09732
Persona2,Audius,OTHER,Buy,crB,2023-08-08 12:02:20,1,177.81,EX0X00ADI000,Digital Asset Market,EUR,177.81,Trading,CHF_EUR,1,1.09703
Persona2,Audius,OTHER,Sell,crS,2023-08-22 23:28:17,1,218.4,EX0X00ADI000,Digital Asset Market,EUR,218.4,Trading,CHF_EUR,1,1.08442
Persona2,Audius,OTHER,Sell,crS,2023-08-22 23:28:14,1,341.25,EX0X00ADI000,Digital Asset Market,EUR,341.25,Trading,CHF_EUR,1,1.084425
Persona2,Audius,OTHER,Buy,crB,2023-08-07 12:32:45,1,128.17,EX0X00ADI000,Digital Asset Market,USD,128.17,Trading,CHF_USD,0.911502,1
Persona2,Bancor,OTHER,Sell,crS,2023-08-08 17:34:34,1,165.69,EX0X00BNT000,Digital Asset Market,USD,165.69,Trading,CHF_USD,0.913034,1
Persona2,Bancor,OTHER,Buy,crB,2023-08-07 12:33:54,1,156.36,EX0X00BNT000,Digital Asset Market,USD,156.36,Trading,CHF_USD,0.911382,1
Persona2,Ethereum,OTHER,Sell,crS,2023-09-28 17:27:57,1,139.09,EX0X00ETH000,Digital Asset Market,EUR,139.09,Trading,CHF_EUR,1,1.056735
Persona2,Ethereum,OTHER,Sell,crS,2023-09-28 17:28:05,1,108.18,EX0X00ETH000,Digital Asset Market,EUR,108.18,Trading,CHF_EUR,1,1.056775
Persona2,Ethereum,OTHER,Sell,crS,2023-09-28 19:25:02,1,124.43,EX0X00ETH000,Digital Asset Market,EUR,124.43,Trading,CHF_EUR,1,1.0563
Persona2,Ethereum,OTHER,Sell,crS,2023-10-10 18:35:15,1,1478.02,EX0X00ETH000,Digital Asset Market,EUR,1478.02,Trading,CHF_EUR,1,1.06177
Persona2,Ethereum,OTHER,Sell,crS,2023-10-10 18:35:27,1,591.21,EX0X00ETH000,Digital Asset Market,EUR,591.21,Trading,CHF_EUR,1,1.06166
Persona2,Ethereum,OTHER,Buy,crB,2023-10-10 18:38:28,1,1035.53,EX0X00ETH000,Digital Asset Market,EUR,1035.53,Trading,CHF_EUR,1,1.06132
Persona2,Ethereum,OTHER,Sell,crS,2023-10-11 08:30:42,1,731.65,EX0X00ETH000,Digital Asset Market,EUR,731.65,Trading,CHF_EUR,1,1.060415
Persona2,Ethereum,OTHER,Buy,crB,2023-10-24 11:30:18,1,513.15,EX0X00ETH000,Digital Asset Market,EUR,513.15,Trading,CHF_EUR,1,1.06451
Persona2,Ethereum,OTHER,Sell,crS,2023-10-09 19:01:40,1,297.48,EX0X00ETH000,Digital Asset Market,EUR,297.48,Trading,CHF_EUR,1,1.053555
Persona2,Ethereum,OTHER,Buy,crB,2023-10-09 19:01:59,1,1487.88,EX0X00ETH000,Digital Asset Market,EUR,1487.88,Trading,CHF_EUR,1,1.053625
Persona2,Ethereum,OTHER,Buy,crB,2023-10-09 19:02:01,1,595.15,EX0X00ETH000,Digital Asset Market,EUR,595.15,Trading,CHF_EUR,1,1.053625
Persona2,Ethereum,OTHER,Sell,crS,2023-10-09 19:01:39,1,1487.52,EX0X00ETH000,Digital Asset Market,EUR,1487.52,Trading,CHF_EUR,1,1.053555
Persona2,Ethereum,OTHER,Sell,crS,2023-10-08 11:12:31,1,893.28,EX0X00ETH000,Digital Asset Market,EUR,893.28,Trading,CHF_EUR,1,1.05865
Persona2,Ethereum,OTHER,Buy,crB,2023-08-08 12:19:18,1,242,EX0X00ETH000,Digital Asset Market,EUR,242,Trading,CHF_EUR,1,1.096565
Persona2,Ethereum,OTHER,Buy,crB,2023-08-08 21:31:40,1,2546.25,EX0X00ETH000,Digital Asset Market,EUR,2546.25,Trading,CHF_EUR,1,1.09599
Persona2,Ethereum,OTHER,Buy,crB,2023-08-08 12:01:27,1,666.24,EX0X00ETH000,Digital Asset Market,EUR,666.24,Trading,CHF_EUR,1,1.09707
Persona2,Ethereum,OTHER,Buy,crB,2023-08-08 12:05:33,1,91.12,EX0X00ETH000,Digital Asset Market,EUR,91.12,Trading,CHF_EUR,1,1.09678
Persona2,Ethereum,OTHER,Sell,crS,2023-09-08 17:21:29,1,1217.84,EX0X00ETH000,Digital Asset Market,EUR,1217.84,Trading,CHF_EUR,1,1.071195
Persona2,Ethereum,OTHER,Sell,crS,2023-09-25 12:31:28,1,414.18,EX0X00ETH000,Digital Asset Market,EUR,414.18,Trading,CHF_EUR,1,1.063975
Persona2,Ethereum,OTHER,Buy,crB,2023-08-07 12:30:47,1,666.8,EX0X00ETH000,Digital Asset Market,EUR,666.8,Trading,CHF_EUR,1,1.097095
Persona2,Ethereum,OTHER,Sell,crS,2023-10-06 14:14:07,1,309.52,EX0X00ETH000,Digital Asset Market,EUR,309.52,Trading,CHF_EUR,1,1.05602
Persona2,Ethereum,OTHER,Sell,crS,2023-10-31 21:47:31,1,206.27,EX0X00ETH000,Digital Asset Market,EUR,206.27,Trading,CHF_EUR,1,1.057435
Persona2,Ethereum,OTHER,Sell,crS,2023-11-01 17:44:18,1,136.43,EX0X00ETH000,Digital Asset Market,EUR,136.43,Trading,CHF_EUR,1,1.05336
Persona2,Ethereum,OTHER,Sell,crS,2023-10-19 09:46:13,1,1178.06,EX0X00ETH000,Digital Asset Market,EUR,1178.06,Trading,CHF_EUR,1,1.053835
Persona2,Ethereum,OTHER,Sell,crS,2023-10-19 10:42:39,1,1177.12,EX0X00ETH000,Digital Asset Market,EUR,1177.12,Trading,CHF_EUR,1,1.05317
Persona2,Ethereum,OTHER,Buy,crB,2023-10-16 12:58:42,1,1204.48,EX0X00ETH000,Digital Asset Market,EUR,1204.48,Trading,CHF_EUR,1,1.053225
Persona2,Ethereum,OTHER,Sell,crS,2023-09-16 22:03:35,1,210.71,EX0X00ETH000,Digital Asset Market,EUR,210.71,Trading,CHF_EUR,1,1.066065
Persona2,Ethereum,OTHER,Sell,crS,2023-10-14 13:53:41,1,588.84,EX0X00ETH000,Digital Asset Market,EUR,588.84,Trading,CHF_EUR,1,1.050775
Persona2,Ethereum,OTHER,Buy,crB,2023-10-14 20:44:12,1,739.58,EX0X00ETH000,Digital Asset Market,EUR,739.58,Trading,CHF_EUR,1,1.050775
Persona2,Ethereum,OTHER,Sell,crS,2023-10-14 14:20:44,1,294.31,EX0X00ETH000,Digital Asset Market,EUR,294.31,Trading,CHF_EUR,1,1.050775
Persona2,Ethereum,OTHER,Sell,crS,2023-09-16 22:03:35,1,401.69,EX0X00ETH000,Digital Asset Market,EUR,401.69,Trading,CHF_EUR,1,1.066065
Persona2,Ethereum,OTHER,Sell,crS,2023-10-15 13:52:10,1,444.07,EX0X00ETH000,Digital Asset Market,EUR,444.07,Trading,CHF_EUR,1,1.050775
Persona2,Ethereum,OTHER,Buy,crB,2023-10-10 18:38:22,1,1479.21,EX0X00ETH000,Digital Asset Market,EUR,1479.21,Trading,CHF_EUR,1,1.06131
Persona2,Ethereum,OTHER,Buy,crB,2023-10-25 16:02:58,1,338.52,EX0X00ETH000,Digital Asset Market,EUR,338.52,Trading,CHF_EUR,1,1.057425
Persona2,Ethereum,OTHER,Buy,crB,2023-10-09 11:00:40,1,1614.52,EX0X00ETH000,Digital Asset Market,USD,1614.52,Trading,CHF_USD,0.948578,1
Persona2,Ethereum,OTHER,Buy,crB,2023-10-09 11:00:40,1,322.92,EX0X00ETH000,Digital Asset Market,USD,322.92,Trading,CHF_USD,0.948578,1
Persona2,Ethereum,OTHER,Buy,crB,2023-10-23 13:14:48,1,1171.74,EX0X00ETH000,Digital Asset Market,USD,1171.74,Trading,CHF_USD,0.942654,1
Persona2,Hedera Hashgraph,OTHER,Sell,crS,2023-08-29 11:09:09,1,99.2,EX0X00HBR000,Digital Asset Market,EUR,99.2,Trading,CHF_EUR,1,1.08072
Persona2,Hedera Hashgraph,OTHER,Buy,crB,2023-08-07 12:27:41,1,101.74,EX0X00HBR000,Digital Asset Market,EUR,101.74,Trading,CHF_EUR,1,1.0968
Persona2,Hedera Hashgraph,OTHER,Sell,crS,2023-09-15 09:18:34,1,304.85,EX0X00HBR000,Digital Asset Market,EUR,304.85,Trading,CHF_EUR,1,1.06552
Persona2,Hedera Hashgraph,OTHER,Buy,crB,2023-09-11 19:52:39,1,299.98,EX0X00HBR000,Digital Asset Market,USD,299.98,Trading,CHF_USD,0.930605,1
Persona2,Solana,OTHER,Sell,crS,2023-08-26 12:14:03,1,2.93,EX0X00SOL000,Digital Asset Market,EUR,2.93,Trading,CHF_EUR,1,1.07952
Persona2,Solana,OTHER,Sell,crS,2023-08-26 12:11:27,1,99.68,EX0X00SOL000,Digital Asset Market,EUR,99.68,Trading,CHF_EUR,1,1.07952
Persona2,Solana,OTHER,Sell,crS,2023-09-11 20:38:32,1,94.14,EX0X00SOL000,Digital Asset Market,EUR,94.14,Trading,CHF_EUR,1,1.07505
Persona2,Solana,OTHER,Buy,crB,2023-11-03 14:50:06,1,621.38,EX0X00SOL000,Digital Asset Market,EUR,621.38,Trading,CHF_EUR,1,1.071905
Persona2,Solana,OTHER,Buy,crB,2023-08-09 22:53:05,1,57.59,EX0X00SOL000,Digital Asset Market,EUR,57.59,Trading,CHF_EUR,1,1.0973
Persona2,Solana,OTHER,Buy,crB,2023-08-09 22:53:05,1,47.84,EX0X00SOL000,Digital Asset Market,EUR,47.84,Trading,CHF_EUR,1,1.0973
Persona2,Solana,OTHER,Sell,crS,2023-08-26 12:14:11,1,273.19,EX0X00SOL000,Digital Asset Market,EUR,273.19,Trading,CHF_EUR,1,1.07952
Persona2,Solana,OTHER,Sell,crS,2023-09-11 20:38:32,1,729.36,EX0X00SOL000,Digital Asset Market,EUR,729.36,Trading,CHF_EUR,1,1.07505
Persona2,Solana,OTHER,Buy,crB,2023-08-09 22:53:05,1,279.25,EX0X00SOL000,Digital Asset Market,EUR,279.25,Trading,CHF_EUR,1,1.0973
Persona2,Solana,OTHER,Buy,crB,2023-08-09 22:53:05,1,614.32,EX0X00SOL000,Digital Asset Market,EUR,614.32,Trading,CHF_EUR,1,1.0973
Persona2,Solana,OTHER,Buy,crB,2023-08-07 12:29:24,1,282.54,EX0X00SOL000,Digital Asset Market,EUR,282.54,Trading,CHF_EUR,1,1.097095
Persona2,Solana,OTHER,Buy,crB,2023-08-07 12:27:58,1,31.86,EX0X00SOL000,Digital Asset Market,EUR,31.86,Trading,CHF_EUR,1,1.09674
Persona2,Solana,OTHER,Sell,crS,2023-08-30 11:09:28,1,746.17,EX0X00SOL000,Digital Asset Market,EUR,746.17,Trading,CHF_EUR,1,1.087475
Persona2,Solana,OTHER,Sell,crS,2023-08-30 11:09:28,1,49.83,EX0X00SOL000,Digital Asset Market,EUR,49.83,Trading,CHF_EUR,1,1.087475
Persona2,Solana,OTHER,Buy,crB,2023-09-11 19:52:19,1,443.5,EX0X00SOL000,Digital Asset Market,USD,443.5,Trading,CHF_USD,0.9306,1
Persona2,Solana,OTHER,Buy,crB,2023-09-11 19:52:19,1,443.5,EX0X00SOL000,Digital Asset Market,USD,443.5,Trading,CHF_USD,0.9306,1
Persona2,Bitcoin,OTHER,Sell,crS,2023-09-27 05:32:43,1,248.38,EX0X00XBT000,Digital Asset Market,EUR,248.38,Trading,CHF_EUR,1,1.05641
Persona2,Bitcoin,OTHER,Buy,crB,2023-10-24 09:23:37,1,1268.46,EX0X00XBT000,Digital Asset Market,EUR,1268.46,Trading,CHF_EUR,1,1.06862
Persona2,Bitcoin,OTHER,Sell,crS,2023-09-25 09:18:44,1,245.18,EX0X00XBT000,Digital Asset Market,EUR,245.18,Trading,CHF_EUR,1,1.065035
Persona2,Bitcoin,OTHER,Sell,crS,2023-10-22 11:43:30,1,282.51,EX0X00XBT000,Digital Asset Market,EUR,282.51,Trading,CHF_EUR,1,1.05941
Persona2,Bitcoin,OTHER,Buy,crB,2023-08-08 21:29:21,1,1632.14,EX0X00XBT000,Digital Asset Market,EUR,1632.14,Trading,CHF_EUR,1,1.09601
Persona2,Bitcoin,OTHER,Sell,crS,2023-09-09 23:50:57,1,653.05,EX0X00XBT000,Digital Asset Market,EUR,653.05,Trading,CHF_EUR,1,1.070025
Persona2,Bitcoin,OTHER,Buy,crB,2023-10-23 10:07:00,1,575.43,EX0X00XBT000,Digital Asset Market,EUR,575.43,Trading,CHF_EUR,1,1.060535
Persona2,Bitcoin,OTHER,Buy,crB,2023-08-07 12:29:27,1,529.02,EX0X00XBT000,Digital Asset Market,EUR,529.02,Trading,CHF_EUR,1,1.097085
Persona2,Bitcoin,OTHER,Buy,crB,2023-08-08 21:29:21,1,1092.36,EX0X00XBT000,Digital Asset Market,EUR,1092.36,Trading,CHF_EUR,1,1.09601
Persona2,Bitcoin,OTHER,Buy,crB,2023-10-21 19:36:40,1,509.48,EX0X00XBT000,Digital Asset Market,EUR,509.48,Trading,CHF_EUR,1,1.05941
Persona2,Bitcoin,OTHER,Sell,crS,2023-10-22 11:20:22,1,565.56,EX0X00XBT000,Digital Asset Market,EUR,565.56,Trading,CHF_EUR,1,1.05941
Persona2,Bitcoin,OTHER,Buy,crB,2023-08-07 13:16:38,1,476.17,EX0X00XBT000,Digital Asset Market,EUR,476.17,Trading,CHF_EUR,1,1.09778
Persona2,Bitcoin,OTHER,Buy,crB,2023-08-07 13:16:03,1,52.07,EX0X00XBT000,Digital Asset Market,EUR,52.07,Trading,CHF_EUR,1,1.09772
Persona2,Bitcoin,OTHER,Buy,crB,2023-08-07 13:17:40,1,0.83,EX0X00XBT000,Digital Asset Market,EUR,0.83,Trading,CHF_EUR,1,1.09777
Persona2,Bitcoin,OTHER,Sell,crS,2023-09-07 10:28:02,1,720.33,EX0X00XBT000,Digital Asset Market,EUR,720.33,Trading,CHF_EUR,1,1.07104
Persona2,Bitcoin,OTHER,Buy,crB,2023-10-18 19:24:56,1,538.86,EX0X00XBT000,Digital Asset Market,EUR,538.86,Trading,CHF_EUR,1,1.05511
Persona2,Bitcoin,OTHER,Buy,crB,2023-10-19 09:46:42,1,1074.72,EX0X00XBT000,Digital Asset Market,EUR,1074.72,Trading,CHF_EUR,1,1.053625
Persona2,Bitcoin,OTHER,Buy,crB,2023-10-30 12:38:13,1,3264.5,EX0X00XBT000,Digital Asset Market,EUR,3264.5,Trading,CHF_EUR,1,1.05859
Persona2,Bitcoin,OTHER,Buy,crB,2023-10-16 12:57:43,1,2637.62,EX0X00XBT000,Digital Asset Market,EUR,2637.62,Trading,CHF_EUR,1,1.05332
Persona2,Bitcoin,OTHER,Sell,crS,2023-09-15 09:19:31,1,747.39,EX0X00XBT000,Digital Asset Market,EUR,747.39,Trading,CHF_EUR,1,1.065365
Persona2,Bitcoin,OTHER,Buy,crB,2023-10-13 18:19:45,1,1017.44,EX0X00XBT000,Digital Asset Market,EUR,1017.44,Trading,CHF_EUR,1,1.051145
Persona2,Bitcoin,OTHER,Sell,crS,2023-09-28 22:47:15,1,253.84,EX0X00XBT000,Digital Asset Market,EUR,253.84,Trading,CHF_EUR,1,1.056575
Persona2,Bitcoin,OTHER,Buy,crB,2023-09-29 14:15:14,1,1269.88,EX0X00XBT000,Digital Asset Market,EUR,1269.88,Trading,CHF_EUR,1,1.05963
Persona2,Bitcoin,OTHER,Buy,crB,2023-09-11 19:53:11,1,1006.84,EX0X00XBT000,Digital Asset Market,USD,1006.84,Trading,CHF_USD,0.930622,1
Persona2,Stellar Lumens,OTHER,Sell,crS,2023-08-26 12:08:57,1,101.35,EX0X00XLM000,Digital Asset Market,EUR,101.35,Trading,CHF_EUR,1,1.07952
Persona2,Stellar Lumens,OTHER,Sell,crS,2023-08-26 12:09:32,1,60.13,EX0X00XLM000,Digital Asset Market,EUR,60.13,Trading,CHF_EUR,1,1.07952
Persona2,Stellar Lumens,OTHER,Sell,crS,2023-08-26 12:09:32,1,2.39,EX0X00XLM000,Digital Asset Market,EUR,2.39,Trading,CHF_EUR,1,1.07952
Persona2,Stellar Lumens,OTHER,Sell,crS,2023-08-26 12:10:11,1,0.68,EX0X00XLM000,Digital Asset Market,EUR,0.68,Trading,CHF_EUR,1,1.07952
Persona2,Stellar Lumens,OTHER,Buy,crB,2023-08-09 22:55:44,1,71.54,EX0X00XLM000,Digital Asset Market,EUR,71.54,Trading,CHF_EUR,1,1.09737
Persona2,Stellar Lumens,OTHER,Sell,crS,2023-08-26 12:08:57,1,35.3,EX0X00XLM000,Digital Asset Market,EUR,35.3,Trading,CHF_EUR,1,1.07952
Persona2,Stellar Lumens,OTHER,Sell,crS,2023-08-26 12:09:32,1,300.64,EX0X00XLM000,Digital Asset Market,EUR,300.64,Trading,CHF_EUR,1,1.07952
Persona2,Stellar Lumens,OTHER,Sell,crS,2023-08-26 12:09:32,1,11.96,EX0X00XLM000,Digital Asset Market,EUR,11.96,Trading,CHF_EUR,1,1.07952
Persona2,Stellar Lumens,OTHER,Buy,crB,2023-08-09 22:55:48,1,513.76,EX0X00XLM000,Digital Asset Market,EUR,513.76,Trading,CHF_EUR,1,1.09737
Persona2,XRP,OTHER,Sell,crS,2023-10-10 18:37:04,1,2329.5,EX0X00XRP000,Digital Asset Market,EUR,2329.5,Trading,CHF_EUR,1,1.06152
Persona2,XRP,OTHER,Buy,crB,2023-10-10 16:39:37,1,2342.3,EX0X00XRP000,Digital Asset Market,EUR,2342.3,Trading,CHF_EUR,1,1.06016
Persona2,XRP,OTHER,Buy,crB,2023-10-10 18:39:17,1,2333.1,EX0X00XRP000,Digital Asset Market,EUR,2333.1,Trading,CHF_EUR,1,1.06135
Persona2,XRP,OTHER,Sell,crS,2023-10-10 16:39:10,1,2341.25,EX0X00XRP000,Digital Asset Market,EUR,2341.25,Trading,CHF_EUR,1,1.060275
Persona2,XRP,OTHER,Sell,crS,2023-10-09 19:02:41,1,2358,EX0X00XRP000,Digital Asset Market,EUR,2358,Trading,CHF_EUR,1,1.05362
Persona2,XRP,OTHER,Buy,crB,2023-10-09 10:57:13,1,965.4,EX0X00XRP000,Digital Asset Market,EUR,965.4,Trading,CHF_EUR,1,1.05397
Persona2,XRP,OTHER,Buy,crB,2023-10-09 19:05:41,1,2361.5,EX0X00XRP000,Digital Asset Market,EUR,2361.5,Trading,CHF_EUR,1,1.05361
Persona2,XRP,OTHER,Buy,crB,2023-11-02 20:03:07,1,572.79,EX0X00XRP000,Digital Asset Market,EUR,572.79,Trading,CHF_EUR,1,1.06263
Persona2,XRP,OTHER,Sell,crS,2023-10-09 19:02:57,1,801.72,EX0X00XRP000,Digital Asset Market,EUR,801.72,Trading,CHF_EUR,1,1.053665
Persona2,XRP,OTHER,Buy,crB,2023-08-08 12:01:51,1,280.2,EX0X00XRP000,Digital Asset Market,EUR,280.2,Trading,CHF_EUR,1,1.097085
Persona2,XRP,OTHER,Sell,crS,2023-10-23 11:44:45,1,1090.91,EX0X00XRP000,Digital Asset Market,EUR,1090.91,Trading,CHF_EUR,1,1.0602
Persona2,XRP,OTHER,Buy,crB,2023-10-23 11:21:05,1,1100.48,EX0X00XRP000,Digital Asset Market,EUR,1100.48,Trading,CHF_EUR,1,1.06109
Persona2,XRP,OTHER,Buy,crB,2023-08-08 13:13:04,1,394.87,EX0X00XRP000,Digital Asset Market,EUR,394.87,Trading,CHF_EUR,1,1.09522
Persona2,XRP,OTHER,Sell,crS,2023-10-21 15:19:51,1,973.04,EX0X00XRP000,Digital Asset Market,EUR,973.04,Trading,CHF_EUR,1,1.05941
Persona2,XRP,OTHER,Buy,crB,2023-08-07 12:26:23,1,168.54,EX0X00XRP000,Digital Asset Market,EUR,168.54,Trading,CHF_EUR,1,1.0969
Persona2,XRP,OTHER,Buy,crB,2023-08-08 17:44:27,1,114.8,EX0X00XRP000,Digital Asset Market,EUR,114.8,Trading,CHF_EUR,1,1.0951
Persona2,XRP,OTHER,Sell,crS,2023-10-19 10:35:18,1,2271.05,EX0X00XRP000,Digital Asset Market,EUR,2271.05,Trading,CHF_EUR,1,1.053765
Persona2,XRP,OTHER,Sell,crS,2023-10-19 10:35:18,1,454.2,EX0X00XRP000,Digital Asset Market,EUR,454.2,Trading,CHF_EUR,1,1.053765
Persona2,XRP,OTHER,Sell,crS,2023-10-17 07:29:27,1,465.61,EX0X00XRP000,Digital Asset Market,EUR,465.61,Trading,CHF_EUR,1,1.05455
Persona2,XRP,OTHER,Sell,crS,2023-10-28 18:56:04,1,518.4,EX0X00XRP000,Digital Asset Market,EUR,518.4,Trading,CHF_EUR,1,1.05646
Persona2,XRP,OTHER,Buy,crB,2023-10-16 12:59:04,1,938.44,EX0X00XRP000,Digital Asset Market,EUR,938.44,Trading,CHF_EUR,1,1.05321
Persona2,XRP,OTHER,Buy,crB,2023-10-26 18:45:03,1,518.5,EX0X00XRP000,Digital Asset Market,EUR,518.5,Trading,CHF_EUR,1,1.05306
Persona2,XRP,OTHER,Sell,crS,2023-08-30 11:09:57,1,585.24,EX0X00XRP000,Digital Asset Market,EUR,585.24,Trading,CHF_EUR,1,1.087475
Persona2,XRP,OTHER,Sell,crS,2023-10-12 10:10:16,1,1808.8,EX0X00XRP000,Digital Asset Market,EUR,1808.8,Trading,CHF_EUR,1,1.0621
Persona2,XRP,OTHER,Buy,crB,2023-10-13 18:11:41,1,457.23,EX0X00XRP000,Digital Asset Market,EUR,457.23,Trading,CHF_EUR,1,1.05092
Persona2,XRP,OTHER,Sell,crS,2023-08-30 11:09:57,1,243.85,EX0X00XRP000,Digital Asset Market,EUR,243.85,Trading,CHF_EUR,1,1.087475
Persona2,XRP,OTHER,Buy,crB,2023-09-29 14:14:54,1,1263.58,EX0X00XRP000,Digital Asset Market,EUR,1263.58,Trading,CHF_EUR,1,1.05963
Persona2,XRP,OTHER,Buy,crB,2023-10-12 11:26:19,1,1344.03,EX0X00XRP000,Digital Asset Market,EUR,1344.03,Trading,CHF_EUR,1,1.06238
Persona2,XRP,OTHER,Buy,crB,2023-10-25 08:00:16,1,1098.7,EX0X00XRP000,Digital Asset Market,USD,1098.7,Trading,CHF_USD,0.943294,1
Persona2,XRP,OTHER,Buy,crB,2023-09-11 19:52:20,1,1039.94,EX0X00XRP000,Digital Asset Market,USD,1039.94,Trading,CHF_USD,0.9306,1
Persona2,XRP,OTHER,Buy,crB,2023-10-20 20:19:58,1,1040.36,EX0X00XRP000,Digital Asset Market,USD,1040.36,Trading,CHF_USD,0.944323,1
Persona2,0x,OTHER,Sell,crS,2023-08-26 12:09:14,1,57.38,EX0X00ZRX000,Digital Asset Market,EUR,57.38,Trading,CHF_EUR,1,1.07952
Persona2,0x,OTHER,Sell,crS,2023-08-26 12:09:14,1,22.32,EX0X00ZRX000,Digital Asset Market,EUR,22.32,Trading,CHF_EUR,1,1.07952
Persona2,0x,OTHER,Buy,crB,2023-08-07 12:28:51,1,26.49,EX0X00ZRX000,Digital Asset Market,EUR,26.49,Trading,CHF_EUR,1,1.096855
Persona2,0x,OTHER,Buy,crB,2023-08-07 12:28:51,1,40.74,EX0X00ZRX000,Digital Asset Market,EUR,40.74,Trading,CHF_EUR,1,1.096855
Persona2,0x,OTHER,Buy,crB,2023-08-07 12:28:51,1,34.65,EX0X00ZRX000,Digital Asset Market,EUR,34.65,Trading,CHF_EUR,1,1.096855
